Dengue Serotype,Dengue Protein ,Interaction type,Gene symbol,Human Protein,NCBI,Method ,Details,Author,PUBMED ID/link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,153443,SRFBP1,http://www.ncbi.nlm.nih.gov/gene/153443,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,6934,TCF7L2,http://www.ncbi.nlm.nih.gov/gene/6934,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,55075,UACA,http://www.ncbi.nlm.nih.gov/gene/55075,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,Interacts with,8729,GBF1,http://www.ncbi.nlm.nih.gov/gene/8729,"Affinity tags and
quantitative proteomic and Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT)","Quantitative Proteomic Analysis of Host-virus
Interactions Reveals a Role for Golgi Brefeldin
A Resistance Factor 1 (GBF1) in Dengue
Infection",Lindsay N. Carpp  et al.,"PMID:24855065, PMCID:    PMC4223476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,11475,ACTA2,http://www.ncbi.nlm.nih.gov/gene/11475,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,60,ACTB,http://www.ncbi.nlm.nih.gov/gene/60,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,71,ACTG1,http://www.ncbi.nlm.nih.gov/gene/71,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,72,ACTG2,http://www.ncbi.nlm.nih.gov/gene/72,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,259,AMBP,http://www.ncbi.nlm.nih.gov/gene/259,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,54518,APBB1IP,http://www.ncbi.nlm.nih.gov/gene/54518,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,8312,AXIN1,http://www.ncbi.nlm.nih.gov/gene/8312,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,79370,BCL2L14,http://www.ncbi.nlm.nih.gov/gene/79370,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,286103,C8orf77,http://www.ncbi.nlm.nih.gov/gene/?term=C8orf77[sym],yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,286207,C9orf117,http://www.ncbi.nlm.nih.gov/gene/286207,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,816,CAMK2B,http://www.ncbi.nlm.nih.gov/gene/816,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,23125,CAMTA2,http://www.ncbi.nlm.nih.gov/gene/23125,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,841,CASP8,http://www.ncbi.nlm.nih.gov/gene/841,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,11190,CEP250,http://www.ncbi.nlm.nih.gov/gene/11190,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,80254,CEP63,http://www.ncbi.nlm.nih.gov/gene/80254,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,85406,DNAJC14,http://www.ncbi.nlm.nih.gov/gene/85406,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,161582,DYX1C1,http://www.ncbi.nlm.nih.gov/gene/161582,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,1984,EIF5A,http://www.ncbi.nlm.nih.gov/gene/1984,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,79632,FAM184A,http://www.ncbi.nlm.nih.gov/gene/79632,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,2274,FHL2,http://www.ncbi.nlm.nih.gov/gene/2274,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,26088,GGA1,http://www.ncbi.nlm.nih.gov/gene/26088,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,3609,ILF3,http://www.ncbi.nlm.nih.gov/gene/3609,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,23095,KIF3B,http://www.ncbi.nlm.nih.gov/gene/23095,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,3880,KRT19,http://www.ncbi.nlm.nih.gov/gene/3880,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,54550,NECAB2,http://www.ncbi.nlm.nih.gov/gene/54550,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,4832,NME3,http://www.ncbi.nlm.nih.gov/gene/4832,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,10133,OPTN,http://www.ncbi.nlm.nih.gov/gene/10133,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,26986,PABPC1,http://www.ncbi.nlm.nih.gov/gene/26986,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,653583,PHLDB3,http://www.ncbi.nlm.nih.gov/gene/653583,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,5358,PLS3,http://www.ncbi.nlm.nih.gov/gene/5358,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,8575,PRKRA,http://www.ncbi.nlm.nih.gov/gene/8575,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,10419,PRMT5,http://www.ncbi.nlm.nih.gov/gene/10419,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,5719,PSMD13,http://www.ncbi.nlm.nih.gov/gene/5719,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,6224,RPS20,http://www.ncbi.nlm.nih.gov/gene/6224,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,22955,SCMH1,http://www.ncbi.nlm.nih.gov/gene/22955,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,10318,TNIP1,http://www.ncbi.nlm.nih.gov/gene/10318,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,9878,TOX4,http://www.ncbi.nlm.nih.gov/gene/9878,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,10906,TRAFD1,http://www.ncbi.nlm.nih.gov/gene/10906,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,7251,TSG101,http://www.ncbi.nlm.nih.gov/gene/7251,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS3,interacts with,113451,AZI2,http://www.ncbi.nlm.nih.gov/gene/113451,yeast Two Hybrid Test ,"Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen, Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito","Marc Le Breton et al. , Dumrong Mairiang et al.","PMCID:PMC3215679, PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS4A,Interacts with,3039,HBA1,http://www.ncbi.nlm.nih.gov/gene/3039,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS4A,interacts with,5725,PTBP1,http://www.ncbi.nlm.nih.gov/gene/5725,Yeast Two hybrid Test,Mapping Protein Interactions between Dengue Virus and Its Human and Insect Hosts,"Janet M. Doolittle,Shawn M. Gomez",DOI: 10.1371/journal.pntd.0000954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS4A,interacts with,54930,C14orf94,http://www.ncbi.nlm.nih.gov/gene/?term=C14orf94[sym],yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS4A,interacts with,10241,CALCOCO2,http://www.ncbi.nlm.nih.gov/gene/10241,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS4A,interacts with,23019,CNOT1,http://www.ncbi.nlm.nih.gov/gene/23019,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS4A,interacts with,2335,FN1,http://www.ncbi.nlm.nih.gov/gene/2335,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS4A,interacts with,8887,TAX1BP1,http://www.ncbi.nlm.nih.gov/gene/8887,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS4A,Suppresed by,8651,SOCS1,http://www.ncbi.nlm.nih.gov/gene/8651,Yeast Two hybrid Test,Augmented miR-150 expression associated with depressed SOCS1 expression involved in dengue haemorrhagic fever,Rong-Fu Chen ET AL.,PMID:24907421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS4B,Interacts with,3039,HBA1,http://www.ncbi.nlm.nih.gov/gene/3039,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS4B,interacts with,1654,DDX3X,http://www.ncbi.nlm.nih.gov/gene/1654,yeast two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS4B,interacts with,3856,KRT8,http://www.ncbi.nlm.nih.gov/gene/3856,yeast two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS4B,interacts with,7329,UBE2I,http://www.ncbi.nlm.nih.gov/gene/7329,yeast two hybrid test,"Mapping Protein Interactions between Dengue Virus and Its Human and Insect Hosts, Identification of New Protein,A Physical Interaction Network of Dengue Virus and Human Proteins","Janet M. Doolittle,Shawn M. Gomez",DOI: 10.1371/journal.pntd.0000954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS4B,interacts with,5230,PGK1,http://www.ncbi.nlm.nih.gov/gene/5230,Yeast Two hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS4B,inhibits interferon (IFN)-induced host,6772,STAT1,http://www.ncbi.nlm.nih.gov/gene/6772,Functional Analysis,A Viral-Human Interactome Based on Structural Motif-Domain Interactions Captures the Human Infectome,Segura-Cabrera A et al.,"PMID:23951184,PMCID:PMC3738538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Binds to,6773,STAT2,http://www.ncbi.nlm.nih.gov/gene/6773,yeast Two Hybrid Test ,NS5 of dengue virus mediates STAT2 binding and degradation.,Ashour J et al.,"PMID:1927910,PMCID:PMC2681973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,85403,EAF1,http://www.ncbi.nlm.nih.gov/gene/85403,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,55840,EAF2,http://www.ncbi.nlm.nih.gov/gene/55840,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,1933,EEF1B2,http://www.ncbi.nlm.nih.gov/gene/1933,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,23085,ERC1,http://www.ncbi.nlm.nih.gov/gene/23085,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,3326,HSP90AB1,http://www.ncbi.nlm.nih.gov/gene/3326,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,3837,KPNB1,http://www.ncbi.nlm.nih.gov/gene/3837,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,23321,TRIM2,http://www.ncbi.nlm.nih.gov/gene/23321,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,9321,TRIP11,http://www.ncbi.nlm.nih.gov/gene/9321,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,55823,VPS11,http://www.ncbi.nlm.nih.gov/gene/55823,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,7507,XPA,http://www.ncbi.nlm.nih.gov/gene/7507,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,10142,AKAP9,http://www.ncbi.nlm.nih.gov/gene/10142,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,A Physical Interaction Network of Dengue Virus and Human Proteins",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,57182,ANKRD50,http://www.ncbi.nlm.nih.gov/gene/57182,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,A Physical Interaction Network of Dengue Virus and Human Proteins",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,338,APOB,http://www.ncbi.nlm.nih.gov/gene/338,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,A Physical Interaction Network of Dengue Virus and Human Proteins",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,84952,CGNL1,http://www.ncbi.nlm.nih.gov/gene/84952,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,A Physical Interaction Network of Dengue Virus and Human Proteins",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,9318,COPS2,http://www.ncbi.nlm.nih.gov/gene/9318,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,A Physical Interaction Network of Dengue Virus and Human Proteins",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,23142,DCUN1D4,http://www.ncbi.nlm.nih.gov/gene/23142,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,A Physical Interaction Network of Dengue Virus and Human Proteins",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,1654,DDX3X,http://www.ncbi.nlm.nih.gov/gene/1654,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,A Physical Interaction Network of Dengue Virus and Human Proteins",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,1655,DDX5,http://www.ncbi.nlm.nih.gov/gene/1655,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,A Physical Interaction Network of Dengue Virus and Human Proteins",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,23741,EID1,http://www.ncbi.nlm.nih.gov/gene/23741,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,A Physical Interaction Network of Dengue Virus and Human Proteins",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,2801,GOLGA2,http://www.ncbi.nlm.nih.gov/gene/2801,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,A Physical Interaction Network of Dengue Virus and Human Proteins",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,7265,TTC1,http://www.ncbi.nlm.nih.gov/gene/7265,yeast Two Hybrid ASSAY,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,A Physical Interaction Network of Dengue Virus and Human Proteins",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,6478,SIAH2,http://www.ncbi.nlm.nih.gov/gene/6478,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,7514,XPO1,http://www.ncbi.nlm.nih.gov/gene/7514,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,9782,MATR3,http://www.ncbi.nlm.nih.gov/gene/9782,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,A Physical Interaction Network of Dengue Virus and Human Proteins",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,mediates,6773,STAT2,http://www.ncbi.nlm.nih.gov/gene/6773,yeast Two Hybrid Test ,Mapping Protein Interactions between Dengue Virus and Its Human and Insect Hosts,"Janet M. Doolittle,Shawn M. Gomez",DOI: 10.1371/journal.pntd.0000954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,DEGRADES,6773,STAT2,http://www.ncbi.nlm.nih.gov/gene/6773,yeast Two Hybrid Test ,STAT2 signaling and dengue virus infection,Juliet Morrison et al.,PMC3995738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
