Dengue Serotype,Dengue Protein ,Interaction type,Mosquito protein,Gene Symbol,NCBI,Method,Details,Author,Pubmed ID 
"1,2,4",E,interacts with,AAEL010821,5573974,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010821,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL011137,5574420,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL011137,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL011708,5575238,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL011708,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL012095,5575828,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL012095,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL012680,5576656,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL012680,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL012686,5576653,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL012686,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",E,interacts with,AAEL013075,5577193,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL013075,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",NS3,interacts with,AAEL007850,,,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,2,4",NS5,interacts with,AAEL000752,5566633,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL000752,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,4",NS5,interacts with,AAEL014012,5579140,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL014012,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,2,4",NS5,interacts with,AAEL014104,5563759,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL014104,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,3",C,interacts with,AAEL005567,5566684,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL005567,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,3",NS5,interacts with,AAEL009614,5572199,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009614,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"1,4",C,interacts with,AAEL012527,5576438,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL012527,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL001892,5572813,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL001892,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL002565,5580168,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL002565,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL003345,5577897,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003345,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL005165,5566087,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL005165,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL007201,5568916,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL007201,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL008052,5569954,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL008052,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL008746,5571010,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL008746,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL009101,5571466,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009101,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL009484,5571996,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009484,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL009766,5572378,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL009766,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL010066,5572832,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010066,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL011129,5574403,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL011129,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL011742,5575273,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL011742,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL012556,5576503,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL012556,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",E,interacts with,AAEL013933,5578954,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL013933,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
"1,4",NS5,interacts with,AAEL014281,5564027,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL014281,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
"2,4",C,interacts with,AAEL007201,5568916,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL007201,Yeast Two hybrid test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/551
,C,interacts with,AAEL003670,5578748,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003670,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
,C,interacts with,AAEL003863,5579086,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003863,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
,C,interacts with,AAEL010782,5573858,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL010782,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
,C,interacts with,AAEL015390,5579467,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL015390,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
,C,interacts with,AAEL015681,5579087,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL015681,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
,NS3,downregulates,AAEL000709,5565922,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL000709,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
,NS3,interacts with,AAEL002145,5580096,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL002145,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
,NS3,interacts with,AAEL002565,5580168,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL002565,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
,NS3,interacts with,AAEL004843,5565559,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL004843,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
,NS5,interacts with,AAEL012527,5576438,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL012527,Yeast Two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448"
,NS2A,interacts with,AAEL000032,5563590,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL000032,Yeast Two hybrid test,Use of a tandem affinity purification assay to detect interactions between West Nile and dengue viral proteins and proteins of the mosquito vector,Tonya M. Colpitts et al.,"PMID:21700306,PMCID:PMC3166580"
,NS2A,interacts with,AAEL003670,5578748,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL003670,Yeast Two hybrid test,Use of a tandem affinity purification assay to detect interactions between West Nile and dengue viral proteins and proteins of the mosquito vector,Tonya M. Colpitts et al.,"PMID:21700306,PMCID:PMC3166580"
,NS2A,interacts with,AAEL017096,23687516,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL017096,Yeast Two hybrid test,Use of a tandem affinity purification assay to detect interactions between West Nile and dengue viral proteins and proteins of the mosquito vector,Tonya M. Colpitts et al.,"PMID:21700306,PMCID:PMC3166580"
,NS4B,interacts with,AAEL001928,5572986,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL001928,Yeast Two hybrid test,Use of a tandem affinity purification assay to detect interactions between West Nile and dengue viral proteins and proteins of the mosquito vector,Tonya M. Colpitts et al.,"PMID:21700306,PMCID:PMC3166580"
,NS4B,interacts with,AAEL017096,23687516,http://www.ncbi.nlm.nih.gov/gene/?term=AAEL017096,Yeast Two hybrid test,Use of a tandem affinity purification assay to detect interactions between West Nile and dengue viral proteins and proteins of the mosquito vector,Tonya M. Colpitts et al.,"PMID:21700306,PMCID:PMC3166580"
